title,app_id,manifest_version,script-scr:unsafe-eval,script-scr:unsafe-eval-base64-hash,script-scr:unsafe-inline,script-scr:unsafe-inline-base64-hash,script-src:non-localhost-http-url,style-scr:unsafe-eval,style-scr:unsafe-eval-base64-hash,style-scr:unsafe-inline,style-scr:unsafe-inline-base64-hash,style-src:non-localhost-http-url,good#default-src,good#base-uri,good#form-action,good#frame-ancestors,good#plugin-types,good#report-uri,good#sandbox
Sortd for Gmail,aohlfneeliakfcefeffppfplagbccbni,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDFConvertTools,aoienhlanjldincdkhlfeifjpmnfmhnh,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PriceBlink Coupons and Price Comparison,aoiidodopnnhiflaflbfeblnojefhigh,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soda PDF Convert PDF to Word,aojoogdpghambppekbikkgeajohfkchi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fennec Fox HD Wallpaper New Tab Foxes Themes,aokipjdbcaoljcdooakdkgpfnlgoicpm,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1Password extension (desktop app required),aomjjhallfgjeglblehebfpbcfeobpgk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport Cars 2020 Custom New Tab,aomppkkmimmpadfkgdkgafchnjohfbcg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smart Mute,apadglapdamclpaedknbefnbcajfebgh,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The New Yorker,apbnnoblhichgncodkjnmlbgmdclkmco,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Google Drive,apdfllckaahabafndbhieahigkjlhalf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thieve AliExpress Tools,apfkfccpcldeeaampkebgommjmdoghbf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Destiny Item Manager Shortcut,apghicjnekejhfancbkahkhdckhdagna,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Your Name (Kimi no Na wa) Custom New Tab,aphdojhgkcnfmlaninobfjoiepmldlbg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marvel Tab Themes,aphehamkklkdbmikiffchggpnjpiodjk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Persona 5 Wallpaper HD New Tab Themes,apkfhjgnpfkaojndoebcoefjkjimefjc,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reminders,aplgdhgdhfeipojcjbhchmolaolealnd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Week Plan extension,apojhfcioioaohnpaaojkdimfcijmgmo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adventure Time Wallpaper HD New Tab Themes,appabcbkdpmbfdkdofebnadlmhklhanp,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Downloader professional,bacakpdjpomjaelpkpkabmedhkoongbi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Downloader Plus,baejfnndpekpkaaancgpakjaengfpopk,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
American Gods Wallpaper HD New Tab Themes,bagkchollopeljjcgbpbdamdhkngcmfm,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Search Manager,bahkljhhdeciiaodlkppoonappfnheoi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
One Punch Man Wallpaper HD New Tab,bajihfngjgoclgaihcmcejalhffppeoo,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fallout 76 New Tab & Wallpapers Collection,bakjgdnpfahamgllalplflpkgfbppbam,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
App for Instagram (Support DM),baljjehgbldomcjcigpdbfpdbkimijag,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oggy And The Cockroaches Custom New Tab,baponfafmeokkaibepkbcfpbdaaekicp,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Twenty One Pilots Wallpapers,bbdjfncmijjhadpakaoomccnoiahifdg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weekdone - Plan and share your weekly tasks,bbecdibpbedkfjhgipnjgkalhedefegj,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Super Neon Ball,bbfikmhmcaiipofgajbfogfbbbjoblep,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
StaticShot - Screenshot Capture & Annotate,bbgoenllpdnfljjapjcababahphohncj,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS RM & J Hope Wallpaper HD Custom New Tab,bbhejpolmopmdkehbokmjamphnkjbocn,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hedgehog Wallpapers & Hedgehog Games,bbibibgfghcnacapfedoflenmlkioamm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ShowPassword,bbiclfnbhommljbjcoelobnnnibemabl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IObit Surfing Protection & Ads Removal,bbmegnmpleoagolcnjnejdacakedpcgd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agario Slitherio New Tab Theme,bcahpfepilmfhjakeakmfapffdgahifk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wolf Wallpaper HD Custom New Tab,bcaiiknamimeojkofhidnkhipnjfhdpf,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inkscape editor for draws and graphics,bcapjlfjbmaijdinncieppinamjgljog,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spider man New Tab & Wallpapers Collection,bcbfgpoaeladnpgihejmcoimjncmpken,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFSR Lineup Tool,bcdeldielcllliaehaoonkgalekmkmol,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cute Dogs & Puppies 2020 Custom New Tab,bcfahdflgickfkmdhbmbepalacjkaiad,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ReadBoard,bchoagdickicenhgcanpepbjdpilnfko,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Image Downloader for Instagram,bcieicfnbnmlffkgbiemoofinidpgloa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JSON Formatter,bcjindcccaagfpapjjmafapmmgkkhgoa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jungle Scout Extension,bckjlihkmgolmgkchbpiponapgjenaoa,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bears Wallpapers New Tab Bear Cubs HD Themes,bcmemahniejoakffgmenbbceffagpohh,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deadpool New Tab & Wallpapers Collection,bcncefbafldaglipplhhfepnjfnjgkcn,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RescueTime for Chrome and Chrome OS,bdakmnplckeopfghnlpocafcepegjeap,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boxagon,bddnejeoadoohbhkedcdmgeeacfhoicj,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Call of Duty Modern Warfare Custom New Tab,bdihinhdchnckdipfnjibebfcgboappc,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL Super Bowl New Tab,beaiomahcicllanbmgmafajimdoplgmb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Punisher HD Wallpapers Marvel New Tab,befodokmjhpbnhcfeceboclhhgllhgbb,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minecraft Full HD Custom New Tab,beljejepddmnnkffpcglkaodacflhpbe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smart PDF - Files Converter Tool,benjmhnicaokfjhdoolkkjiiccceigdm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sniper 3D New Tab & Wallpapers Collection,bepjnbafmdbfebpklcclfmcbhconmggi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Web Developer,bfbameneiokkgbdmiekhjnmfkcnldhhm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turn Off the Lights,bfbmjmiodbnnpllbbbfblcplfjjepjdn,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Gismeteo,bfegaehidkkcfaikpaijcdahnpikhobf,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bitmoji,bfgdeiadkckfbkeigkoncpdieiiefpig,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTV Billboard Music Stars HD New Tab Themes,bfhgikikmpfeenbdpdfbnhdpjojgileb,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PureVPN 1 Proxy Extension for Chrome,bfidboloedlamgdmenmlbipfnccokknp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naruto VS Sasuke Wallpaper HD Custom New Tab,bfiohagkkhakclogblhdkfdbedigmnan,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfa Romeo HD Wallpapers Sports Cars New Tab,bflikkklpobfophkfndoamnemhgciopb,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Death Note Wallpaper HD Custom New Tab,bfnnocdnicpdlnokjoanpbkjahaidhlc,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keeper Password Manager & Digital Vault,bfogiafebfohielmmehodmfbbebbbpei,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peek,bfpogemllmpcpclnadighnpeeaegigjk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dualless,bgdpkilkheacbboffppjgceiplijhfpd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gamers Wallpapers HD Gamers Anime New Tab,bgfjnflllidfcmimfnmekdohjpjhamgb,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mockup World,bgflaihjafgkhgldepokcfimddajmojb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ice Dodo 2,bgjhhpmlmkfmomgdpjnefegddlkefnpo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pagani Huayra Sports Cars Custom New Tab,bgkghmbmdaiaemmclbdajoggnhnkmbdf,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pearltrees Extension,bgngjfgpahnnncnimlhjgjhdajmaeeoa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AdGuard AdBlocker,bgnkhhnnamicmpeenaelnjfhikgbkllg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Hero Academia Deku Custom New Tab,bgppekdnedooheabplininheibcbndbf,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Attack on Titan HD Wallpapers New Tab Theme,bgppoofdgenfhfgjehnhjfhjnjacaenc,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Video Renew,bhbdohdpnidlfjfhfilnbcchcnmdeiph,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dark Night Mode,bhbekkddpbpbibiknkcjamlkhoghieie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
One-Click Video Downloader,bhepgcoaibmmehlmckhlmbdgcemhidcg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Authenticator,bhghoamapcdpbohphigoooaddinpkbai,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bangtan Boys Wallpapers & Bangtan Boys Games,bhifimmocncplbnikchffepggmofkake,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangtan Boys New Tab,bhkblpdppggecefmopahbcfaicbohakc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bliss,bhlhampdgdkffgbbegpeldgeeghdklco,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ColorZilla,bhlhnicpbhignbdhedgjhgdocnmhomnp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Earth View from Google Earth,bhloflhklmhfpedakmangadcdofhnnoh,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marvel New Tab & Wallpapers Collection,bhlpfbdfpfholamlneplfgioeeacdmae,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WOT Web of Trust Website Reputation Ratings,bhmmomiinigofkjcapegjjndpbikblnp,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
My Dogs HD Wallpaper Cute Dog Puppy New Tab,bhmpnibiagopmobamhlgaghkojlcjnfn,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flickr Tab,bhnpmdabjgpimmnbmhefncbghknfegog,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X Men Wolverine HD Wallpaper Marvel New Tab,bhocjchnbmijhdijkinjjcfemekhfdie,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SplitUp - Tab manager,bhoodecbejheonelhikcfahgpgahffmf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FreeMyBrowser - Free Encrypted VPN Proxy,bibmocmlcdhadgblaekimealfcnafgfn,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farming Simulator 19 New Tab Theme,bickmgfkjfkeoidoocgbnaegnofkjomo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kpop NCT HD Wallpaper NCT New Tab,bidankkenmjokgfaijjfncnbgggocoln,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palettab,bidckpnndigbjhmojikkhmejkfkpgoih,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FindR,bidnaaogcagbdidehabnjfedabckhdgc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGA,bigefpfhnfcobdlfbedofhhaibnlghod,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Touch VPN - Secure and unlimited VPN proxy,bihmplhobchoageeokmgbdihknkjbknd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBA Basketball New Tab Themes,bihogefmlegjppodhooookdeignippmm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qSnap Screen Capture Screenshot Annotation,bijakfpegjnjmfdoiloebhaemhomjkon,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Super Cute Pugs Backgrounds New Tab,bijigfnpcidmngjpfnbmcjdppllholla,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keep Awake,bijihlabcfdnabacffofojgmehjdielb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blue Hd Wallpapers New Tab,bilooebcbimiepaihjbokodenmfenici,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vocusio,biohbbbijnpljcdhobbjakhgpkelmjpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NewsTab,biojnaikodbeknbdfdchnndkeoafkbnh,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
friGate UA - for Ukraine,biokbpahnhnolgnfoblfflgopeepaoik,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dream League Soccer New Tab Theme,biplhmfphjbflbkacocddajkdjiapfdh,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Demon Wallpapers & Demon Games,bjcgmbbilmcfhdnbffopilpcikbcdhgk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candy Crush Soda Saga New Tab,bjcmmbjclmapcbpmhnlckfhlbhhnpimd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Savelist,bjdkhikjbkefnnfkaghgeejggggplfbi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watch Dogs Legion Wallpaper HD Custom New Tab,bjfgajninoopnpheikildcnofidhocbh,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypothesis - Web & PDF Annotation,bjfhmglciegochdpefhhlphglcehbmek,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hootsuite Hootlet,bjgfdlplhmndoonmofmflcbiohgbkifn,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weathering With You Wallpapers Custom New Tab,bjhjkjphoekajeldgnmcefdhffoadfed,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Captain America Full HD HD New Tab,bjljabpippcfgcljaddlnaefekgibhln,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assassins Creed Origins New Tab,bjnibmmlblnicphcfcdpdegffppkmlgg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ReCreators Wallpaper HD New Tab Themes,bjnpbgjhfobdkojnlcgnklciagekehko,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tales Of Wallpaper HD Custom New Tab,bkacfhcnldiafkbfkfgfpljnghofnhlm,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Windows Defender Browser Protection,bkbeeeffjjeopflfhgeknacdieedcoml,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Secret Life Of Pets 2 Custom New Tab,bkbihokgdlohfgceoomanjmbgbjcdlep,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dororo Anime Wallpaper HD Custom New Tab,bkcnefafcckghfnjgkcnjjnjpjgfnmmb,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DuckDuckGo Privacy Essentials,bkdgflcldnnnapblkhphbgpggdiikppg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBA calculator for Amazon Sellers  SellerApp,bkdkbhjcfhfkmkbffkdklaiepfbllbgg,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
New Year Countdown 2019 HD Wallpapers New Tab,bkemgddljnjhjogmeklklkmhkpdkandf,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyberpunk 2077 New Tab Theme,bkfanjfnbnfbjhhbefeiengghnpbgkdo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Octotree,bkhaagjahfmjljalopjnoealnfndnagc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pop up blocker for Chrome - Poper Blocker,bkkbcggnhapdmkeljlodobbkopceiche,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Social Champ,bkljmpppcfepdfokbjlocdhipammabkm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christmas Tree HD Wallpapers New Tab Themes,bkmphoboinlegemhmajgopdjjmmonalf,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hello Kitty Wallpapers HD New Tab Themes,bkojicgdadkijgjjggilicdokgjceemg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tab Resize - split screen layouts,bkpenclhmiealbebdopglffmfdiilejc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Add to EveryDay - Tasks & To-Do Lists,blaggfccdecanmbchimolngkoaknnegh,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Notely,blbcibeljnikjlegmkfmajmgjkpdndhk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Super Focus Tabs,blecebkjfbkpannnmajllilknpccheak,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Redbooth for Chrome,blfkecebibijeelilkopkpjciolpllka,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry Potter & Fantastic Beasts Custom NewTab,blglbepmbegbelkidemngkffkekecabf,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Star Wars New Tab,blififfigfpladdhilhkngiadbfgonhh,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lighthouse,blipmdconlkpinefehnmjammfjpmpbjk,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DocuSign  Electronic Signature for Gmail,blkboeaihdlecgdjjgkcabbacndbjibc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YouTube,blpcfgokakmgnkcojhhkbfbldkacnbeo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pac  Man New Tab & Wallpapers Collection,blpnfpcmenolkmfliaaddghnjjbociho,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 Web & PDF Highlighter - LINER,bmhcbmnbenmcecpmpepghooflbehcack,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Full-Stack Assistant - Developer Tools,bmhedofbhiihlcfgkligllcjcmepgcnj,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minimalist for Everything,bmihblnpomgpjkfddepdpdafhhepdbek,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flash Player,bmimdmkleccdoghpgdhaahkelfhjfhgm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Borderlands 2 New Tab & Wallpapers Collection,bmkjnnpfepnajfhhgagnfnkjcoifcnbj,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ReadingFanatic,bmmbajpcfedaechekcachdldkdfaalbf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honey,bmnlcjabgnpnenekpadlanbbkooimhnj,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scary Halloween Wallpaper HD Custom New Tab,bnalbjmnapolmjfdmplopkgjigimnfnd,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sonic X New Tab & Wallpapers Collection,bnhbhabehaecokamhehckjgipcjlgpcc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LeBron James New Tab & Wallpapers Collection,bnhmpodjgmheipogonpofjjipkpodlbf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lovely Dogs,bnimdfbfbdhbhclidkmbhiklpgodofga,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Google Cast for Education,bnmgbcehmiinmmlmepibeeflglhbhlea,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Earth Mode,bnngfkajcebapkeccnhgilaligcbpbmj,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Email Tracker,bnompdfnhdbgdaoanapncknhmckenfog,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS Jungkook Wallpaper HD Custom New Tab,bnpmedbkoohghneiedhdggmhpohobeko,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brawl Stars New Tab & Wallpapers Collection,bocfilmdieocfgijdjmjaphfpdddkalc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ark Survival Evolved New Tab,bodofeolelofofcmobfinclflcdldoll,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dragon Ball Super New Tab,boelillbfolbijkhknbmfdhehcppmcia,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MySmartPrice,bofbpdmkbmlancfihdncikcigpokmdda,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Styler,bogdgcfoocbajfkjjolkmcdcnnellpkb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Note Anywhere,bohahkiiknkelflnjjlipnaeapefmjbh,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dark Theme for Chrome,boickdfaikbcijelmcjhlonpchfnabmb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cats and Dogs New Tab Page,boiiiknlpaocobdalepaemkbfdeabojp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Web for Instagram,bonieeblbnamfclndbgnhblogabjijbp,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiny Notepad Minimalist & Quick Notes,boofeaigohaafnfbmonmbnfklndgbgak,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBA Cleveland Cavaliers (Cavs) FanMade NewTab,booflglpemmhjdndonomfigodhnagfba,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aline,boppgjhbompfopkkoennehibjldcfjda,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thor Ragnarok HD Wallpaper Marvel New Tab,bpajeipcpenplnoehfkkjdieiehgebip,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
podStation Podcast Player,bpcagekijmfcocgjlnnhpdogbplajjfn,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nimbus Screenshot & Screen Video Recorder,bpconcjcammlapcogcnnelfmaeghhagj,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Star Wars Rogue One Wallpapers Custom New Tab,bpdidlmbcjblaicehaheeejkofpcmcln,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Tropical Beach - Exotic Island Wallpapers,bpdnomamldndfpklbahbbflkgdmfakbo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dryft,bpfibgbdeacmameoklggiabcekheipei,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ddict Translate Translator - Dictionary,bpggmmljdiliancllaapiggllnkbjocb,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apex Legends New Tab & Wallpapers Collection,bpiajhalnjjgfobliknionkphipfbmfg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pacific Rim Uprising Wallpapers New Tab,bpjimnnnockbgidkciokddnldongjopf,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gta San Andreas New Tab,bplanmaplhbdcinopcedmcfkmhmlklea,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clash Of Clans Full HD Custom New Tab,bpnllboiadfppkbjkplclbjcjmdcbdhc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sports Cars,bpnmalopmgpilaoikaeafokedkkonhea,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Set Character Encoding,bpojelgakakmcfmjfilgdlmhefphglae,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TV,bppbpeijolfcampacpljolaegibfhjph,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pagani Wallpapers HD New Tab Themes,bppndihldjhpfifpdonikajlegelgjgd,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kpop AOA Wallpaper HD Custom New Tab,cadgajhcebgkekldoibahdolgcnacoli,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
